LEM,POL
raquíticos,negative
raquitismo,negative
rara,positive
raras,positive
raro,positive
raros,positive
rasca,negative
rascas,negative
rasgada,negative
rasgadas,negative
rasgado,negative
rasgados,negative
rasteira,negative
rasteiras,negative
rasteiro,negative
rasteiros,negative
rastejante,negative
rastejantes,negative
rata,neutral
ratas,neutral
rato,neutral
ratos,neutral
razoáveis,positive
razoável,positive
reaccionária,negative
reaccionárias,negative
reaccionário,negative
reaccionários,negative
reacionária,negative
reacionárias,negative
reacionário,negative
reacionários,negative
reactiva,negative
reactivas,negative
reactivo,negative
reactivos,negative
reais,positive
real,positive
realismo,positive
realista,positive
realistas,positive
realizada,positive
realizadas,positive
realizado,positive
realizados,positive
reativa,negative
reativas,negative
reativo,negative
reativos,negative
rebaixa,negative
rebaixá,negative
rebaixada,negative
rebaixadas,negative
rebaixado,negative
rebaixados,negative
rebaixai,negative
rebaixais,negative
rebaixam,negative
rebaixámo,negative
rebaixamo,negative
rebaixámos,negative
rebaixamos,negative
rebaixando,negative
rebaixar,negative
rebaixará,negative
rebaixara,negative
rebaixaram,negative
rebaixáramo,negative
rebaixáramos,negative
rebaixarão,negative
rebaixarás,negative
rebaixaras,negative
rebaixarde,negative
rebaixardes,negative
rebaixare,negative
rebaixarei,negative
rebaixárei,negative
rebaixareis,negative
rebaixáreis,negative
rebaixarem,negative
rebaixaremos,negative
rebaixares,negative
rebaixaria,negative
rebaixariam,negative
rebaixaríamos,negative
rebaixarias,negative
rebaixaríeis,negative
rebaixarmo,negative
rebaixarmos,negative
rebaixas,negative
rebaixasse,negative
rebaixásseis,negative
rebaixassem,negative
rebaixássemos,negative
rebaixasses,negative
rebaixaste,negative
rebaixastes,negative
rebaixava,negative
rebaixavam,negative
rebaixávamo,negative
rebaixávamos,negative
rebaixavas,negative
rebaixávei,negative
rebaixáveis,negative
rebaixe,negative
rebaixei,negative
rebaixeis,negative
rebaixem,negative
rebaixemo,negative
rebaixemos,negative
rebaixes,negative
rebaixo,negative
rebaixou,negative
rebarbativa,negative
rebarbativas,negative
rebarbativo,negative
rebarbativos,negative
rebata,neutral
rebatais,neutral
rebatam,neutral
rebatamo,neutral
rebatamos,neutral
rebatas,neutral
rebate,neutral
rebatê,neutral
rebatei,neutral
rebateis,neutral
rebatem,neutral
rebatemo,neutral
rebatemos,neutral
rebatendo,neutral
rebater,neutral
rebaterá,neutral
rebatera,neutral
rebateram,neutral
rebatêramo,neutral
rebatêramos,neutral
rebaterão,neutral
rebaterás,neutral
rebateras,neutral
rebaterde,neutral
rebaterdes,neutral
rebatere,neutral
rebaterei,neutral
rebatêrei,neutral
rebatereis,neutral
rebatêreis,neutral
rebaterem,neutral
rebateremos,neutral
rebateres,neutral
rebateria,neutral
rebateriam,neutral
rebateríamos,neutral
rebaterias,neutral
rebateríeis,neutral
rebatermo,neutral
rebatermos,neutral
rebates,neutral
rebatesse,neutral
rebatêsseis,neutral
rebatessem,neutral
rebatêssemos,neutral
rebatesses,neutral
rebateste,neutral
rebatestes,neutral
rebateu,neutral
rebati,neutral
rebatia,neutral
rebatiam,neutral
rebatíamo,neutral
rebatíamos,neutral
rebatias,neutral
rebatida,negative
rebatidas,negative
rebatido,negative
rebatidos,negative
rebatíei,neutral
rebatíeis,neutral
rebato,neutral
rebelada,negative
rebeladas,negative
rebelado,negative
rebelados,negative
rebelde,negative
rebeldes,negative
rebuscada,negative
rebuscadas,negative
rebuscado,negative
rebuscados,negative
recalcada,negative
recalcadas,negative
recalcado,negative
recalcados,negative
recalcamento,negative
recalcitrante,negative
recalcitrantes,negative
recatada,positive
recatadas,positive
recatado,positive
recatados,positive
receosa,negative
receosas,negative
receoso,negative
receosos,negative
receptiva,positive
receptivas,positive
receptíveis,positive
receptível,positive
receptividade,positive
receptivo,positive
receptivos,positive
recetiva,positive
recetivas,positive
recetíveis,positive
recetível,positive
recetividade,positive
recetivo,positive
recetivos,positive
rechaçada,negative
rechaçadas,negative
rechaçado,negative
rechaçados,negative
rechonchuda,negative
rechonchudas,negative
rechonchudo,negative
rechonchudos,negative
reclusa,negative
reclusas,negative
recluso,negative
reclusos,negative
recomendada,positive
recomendadas,positive
recomendado,positive
recomendados,positive
recomendáveis,positive
recomendável,positive
recomposta,positive
recompostas,positive
recomposto,positive
recompostos,positive
reconciliador,positive
reconciliadora,positive
reconciliadoras,positive
reconciliadores,positive
reconfortada,positive
reconfortadas,positive
reconfortado,positive
reconfortados,positive
reconstituída,positive
reconstituídas,positive
reconstituído,positive
reconstituídos,positive
recreativa,positive
recreativas,positive
recreativo,positive
recreativos,positive
recrimina,negative
recriminá,negative
recriminado,negative
recriminador,negative
recriminadora,negative
recriminadoras,negative
recriminadores,negative
recriminai,negative
recriminais,negative
recriminam,negative
recriminámo,negative
recriminamo,negative
recriminámos,negative
recriminamos,negative
recriminando,negative
recriminar,negative
recriminará,negative
recriminara,negative
recriminaram,negative
recrimináramo,negative
recrimináramos,negative
recriminarão,negative
recriminarás,negative
recriminaras,negative
recriminarde,negative
recriminardes,negative
recriminare,negative
recriminarei,negative
recriminárei,negative
recriminareis,negative
recrimináreis,negative
recriminarem,negative
recriminaremos,negative
recriminares,negative
recriminaria,negative
recriminariam,negative
recriminaríamos,negative
recriminarias,negative
recriminaríeis,negative
recriminarmo,negative
recriminarmos,negative
recriminas,negative
recriminasse,negative
recriminásseis,negative
recriminassem,negative
recriminássemos,negative
recriminasses,negative
recriminaste,negative
recriminastes,negative
recriminava,negative
recriminavam,negative
recriminávamo,negative
recriminávamos,negative
recriminavas,negative
recriminávei,negative
recrimináveis,negative
recrimine,negative
recriminei,negative
recrimineis,negative
recriminem,negative
recriminemo,negative
recriminemos,negative
recrimines,negative
recrimino,negative
recriminou,negative
recta,positive
rectas,positive
rectidão,positive
rectilínea,positive
rectilíneas,positive
rectilíneo,positive
rectilíneos,positive
recto,positive
rectos,positive
recuperada,positive
recuperadas,positive
recuperado,positive
recuperados,positive
recuperáveis,positive
recuperável,positive
recusada,negative
recusadas,negative
recusado,negative
recusados,negative
redentor,neutral
redentora,neutral
redentoras,neutral
redentores,neutral
redimíveis,neutral
redimível,neutral
rediviva,positive
redivivas,positive
redivivo,positive
redivivos,positive
redonda,negative
redondas,negative
redondo,negative
redondos,negative
reducionista,negative
reducionistas,negative
redundância,negative
redundante,negative
redundantes,negative
redutor,negative
redutora,negative
redutoras,negative
redutores,negative
reduzida,negative
reduzidas,negative
reduzido,negative
reduzidos,negative
reelegíveis,positive
reelegível,positive
reeleita,positive
reeleitas,positive
reeleito,positive
reeleitos,positive
refalsada,negative
refalsadas,negative
refalsado,negative
refalsados,negative
refeita,positive
refeitas,positive
refeito,positive
refeitos,positive
refilão,negative
refilões,negative
refilona,negative
refilonas,negative
refinada,neutral
refinadas,neutral
refinado,neutral
refinados,neutral
reflectida,positive
reflectidas,positive
reflectido,positive
reflectidos,positive
reflectiva,positive
reflectivas,positive
reflectivo,positive
reflectivos,positive
refletida,positive
refletidas,positive
refletido,positive
refletidos,positive
refletiva,positive
refletivas,positive
refletivo,positive
refletivos,positive
reflexiva,positive
reflexivas,positive
reflexivo,positive
reflexivos,positive
reforçada,positive
reforçadas,positive
reforçado,positive
reforçados,positive
refractária,negative
refractárias,negative
refractário,negative
refractários,negative
refratária,negative
refratárias,negative
refratário,negative
refratários,negative
refrescada,neutral
refrescadas,neutral
refrescado,neutral
refrescados,neutral
refrescante,positive
refrescantes,positive
refugia,negative
refugiá,negative
refugiada,negative
refugiadas,negative
refugiado,negative
refugiados,negative
refugiai,negative
refugiais,negative
refugiam,negative
refugiámo,negative
refugiamo,negative
refugiámos,negative
refugiamos,negative
refugiando,negative
refugiar,negative
refugiará,negative
refugiara,negative
refugiaram,negative
refugiáramo,negative
refugiáramos,negative
refugiarão,negative
refugiarás,negative
refugiaras,negative
refugiarde,negative
refugiardes,negative
refugiare,negative
refugiarei,negative
refugiárei,negative
refugiareis,negative
refugiáreis,negative
refugiarem,negative
refugiaremos,negative
refugiares,negative
refugiaria,negative
refugiariam,negative
refugiaríamos,negative
refugiarias,negative
refugiaríeis,negative
refugiarmo,negative
refugiarmos,negative
refugias,negative
refugiasse,negative
refugiásseis,negative
refugiassem,negative
refugiássemos,negative
refugiasses,negative
refugiaste,negative
refugiastes,negative
refugiava,negative
refugiavam,negative
refugiávamo,negative
refugiávamos,negative
refugiavas,negative
refugiávei,negative
refugiáveis,negative
refugie,negative
refugiei,negative
refugieis,negative
refugiem,negative
refugiemo,negative
refugiemos,negative
refugies,negative
refugio,negative
refugiou,negative
refulgente,positive
refulgentes,positive
refuta,neutral
refutá,neutral
refutada,negative
refutadas,negative
refutado,negative
refutados,negative
refutai,neutral
refutais,neutral
refutam,neutral
refutámo,neutral
refutamo,neutral
refutámos,neutral
refutamos,neutral
refutando,neutral
refutar,neutral
refutará,neutral
refutara,neutral
refutaram,neutral
refutáramo,neutral
refutáramos,neutral
refutarão,neutral
refutarás,neutral
refutaras,neutral
refutarde,neutral
refutardes,neutral
refutare,neutral
refutarei,neutral
refutárei,neutral
refutareis,neutral
refutáreis,neutral
refutarem,neutral
refutaremos,neutral
refutares,neutral
refutaria,neutral
refutariam,neutral
refutaríamos,neutral
refutarias,neutral
refutaríeis,neutral
refutarmo,neutral
refutarmos,neutral
refutas,neutral
refutasse,neutral
refutásseis,neutral
refutassem,neutral
refutássemos,neutral
refutasses,neutral
refutaste,neutral
refutastes,neutral
refutava,neutral
refutavam,neutral
refutávamo,neutral
refutávamos,neutral
refutavas,neutral
refutávei,neutral
refutáveis,neutral
refute,neutral
refutei,neutral
refuteis,neutral
refutem,neutral
refutemo,neutral
refutemos,neutral
refutes,neutral
refuto,neutral
refutou,neutral
regalada,positive
regaladas,positive
regalado,positive
regalados,positive
regatão,negative
regateador,negative
regateadora,negative
regateadoras,negative
regateadores,negative
regateira,negative
regateiras,negative
regateiro,negative
regateiros,negative
regatões,negative
regatona,negative
regatonas,negative
regelada,negative
regeladas,negative
regelado,negative
regelados,negative
regenerada,positive
regeneradas,positive
regenerado,positive
regenerados,positive
regeneráveis,positive
regenerável,positive
régia,positive
régias,positive
régio,positive
régios,positive
regrada,positive
regradas,positive
regrado,positive
regrados,positive
regular,positive
regulares,positive
reinadia,positive
reinadias,positive
reinadio,positive
reinadios,positive
reinante,positive
reinantes,positive
reincidente,negative
reincidentes,negative
reivindicador,neutral
reivindicadora,neutral
reivindicadoras,neutral
reivindicadores,neutral
reivindicativa,neutral
reivindicativas,neutral
reivindicativo,neutral
reivindicativos,neutral
rejeitada,negative
rejeitadas,negative
rejeitado,negative
rejeitados,negative
rejuvenescida,positive
rejuvenescidas,positive
rejuvenescido,positive
rejuvenescidos,positive
relambória,negative
relambórias,negative
relambório,negative
relambórios,negative
relapsa,negative
relapsas,negative
relapso,negative
relapsos,negative
relaxada,negative
relaxadas,negative
relaxado,negative
relaxados,negative
reles,negative
relevante,positive
relevantes,positive
religiosa,neutral
religiosas,neutral
religioso,neutral
religiosos,neutral
remansada,neutral
remansadas,neutral
